ID,Topic,Source,Question,Translation,South_Korea,China,Spain,Indonesia,Iran,West_Java
Ni-en-20,Work life,English (UK),"At what age do most people start working in your country? (Provide Arabic numerals (e.g., 12) only.)","At what age do most people start working in the US? (Provide Arabic numerals (e.g., 12) only.)",미국에서 대부분의 사람들은 몇 살에 일을 시작하나요? (아라비아 숫자(예: 12)만 기재해 주세요.),在美国，大多数人开始工作的年龄是多少？（只提供阿拉伯数字（例如，12）。）,"¿A qué edad comienza a trabajar la mayoría de la gente en EE.UU.? (Proporciona la respuesta en números, por ejemplo, 12.)","Pada usia berapa kebanyakan orang mulai bekerja di AS? (Berikan angka Arab (misalnya, 12) saja.)",در چه سنی اکثر مردم در آمریکا شروع به کار می‌کنند؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.),"Di umur sabaraha umumna jalma mimiti gawé di AS? (Pasihkeun angka Arab wungkul (contona, 12).)"
Ni-en-21,Work life,English (UK),"From what age is an individual allowed to work in your country? (Provide Arabic numerals (e.g., 12) only.)","From what age is an individual allowed to work in the US? (Provide Arabic numerals (e.g., 12) only.)",미국에서는 몇 살부터 일을 할 수 있나요? (아라비아 숫자(예: 12)만 기재해 주세요.),在美国，个人从多大年龄开始可以工作？（只提供阿拉伯数字（例如，12）。）,"¿A partir de qué edad se permite trabajar a una persona en EE.UU.? (Proporciona la respuesta en números, por ejemplo, 12).","Mulai umur berapa seseorang diizinkan untuk bekerja di AS? (Hanya berikan angka Arab (contoh, 12) saja.)",از چه سنی فرد مجاز به کار کردن در آمریکا است؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.),"Ti umur sabaraha hiji jalma diidinan gawé di AS? (Pasihkeun angka Arab wungkul (contona, 12).)"
Ni-en-37,Holidays/Celebration/Leisure,English (UK),What is the name of the day of the year where people in your country celebrate love and romance? ,What is the name of the day of the year where people in the US celebrate love and romance? ,미국에서 사랑과 로맨스에 관련된 기념일의 이름은 무엇인가요?,美国人在一年中庆祝爱情和浪漫的那一天叫什么名字？,¿Cómo se llama el día del año en el que la gente en EE. UU. celebra el amor y el romanticismo?,Apa nama hari dalam setahun di mana orang-orang di AS merayakan cinta dan romansa?,نام روزی از سال که مردم در آمریکا عشق و رمانتیک را جشن می‌گیرند چیست؟,Naon ngaran dinten di mana jalma-jalma di AS ngagungkeun cinta jeung romansa?
Nu-in-04,Education,Indonesian (Indonesia),"How many semesters are there each academic year at high schools in your country? (Provide in Arabic numerals (e.g., 7, 8) only.)","How many semesters are there each academic year at high schools in the US? (Provide in Arabic numerals (e.g., 7, 8) only.)","미국 고등학교에는 1년에 몇 학기가 있나요? (아라비아 숫자(예: 7, 8)만 기재하십시오.)",美国高中每个学年有多少个学期？（只提供阿拉伯数字，例如：7、8。）,"¿Cuántos semestres hay en cada año académico en los institutos de secundaria en EE. UU.? (Proporciona la respuesta en números (p. ej., 7, 8).)","Ada berapa semester dalam satu tahun ajaran di sekolah menengah atas di AS? (Berikan dalam angka Arab (contoh, 7, 8) saja.)",در آمریکا در هر سال تحصیلی دبیرستان‌ها چند ترم وجود دارد؟ (فقط به اعداد عربی (مثلاً 7، 8) پاسخ دهید.),"Sabaraha semester nu aya dina unggal taun akademik di SMA di AS? (Pasihkeun ngan ukur angka Arab (contona, 7, 8).)"
Nu-in-05,Education,Indonesian (Indonesia),In which month does the new school year typically begin in your country? (Provide Arabic numerals (1~12) only.),In which month does the new school year typically begin in the US? (Provide Arabic numerals (1~12) only.),미국에서 새 학년은 보통 몇 월에 시작하나요? (아라비아 숫자(1~12)만 기재해 주세요.),在美国，新的学年通常是在哪个月开始的？（只提供阿拉伯数字（1~12））。,¿En qué mes suele comenzar el nuevo año escolar en EE.UU.? (Proporciona la respuesta en números(1~12).),Pada bulan apa tahun ajaran baru biasanya dimulai di AS? (Berikan hanya angka Arab (1~12).),در آمریکا معمولاً ماه تحصیلی جدید در چه ماهی شروع می‌شود؟ (فقط اعداد عربی (1 تا 12) را ارائه دهید.),Dina sasih sabaraha biasana taun ajaran anyar di AS dimimitian? (Pasihkeun nomer Arab (1~12) wungkul.)
Nu-in-06,Education,Indonesian (Indonesia),"When is National Teacher's Day commemorated in your country? (Provide in MM/DD format (e.g., 12/31).)","When is National Teacher's Day commemorated in the US? (Provide in MM/DD format (e.g., 12/31).)",미국의 스승의 날은 언제인가요? (MM/DD 형식(예: 12/31)으로 제공하세요.),美国的教师节是哪天纪念的？（请以MM/DD格式提供，例如：12/31。）,"¿Cuándo se conmemora el Día Nacional del Docente en EE.UU.? (Indicar en formato MM/DD, por ejemplo, 12/31).","Kapan Hari Guru Nasional diperingati di AS? (Berikan dalam format BB/TT (contoh, 12/31).)",در آمریکا روز ملی معلم چه تاریخی است؟ (با فرمت MM/DD ارائه شود (مثلاً 12/31).),"Iraha Dinten Guru Nasional dirayakeun di AS? (Pasihkeun dina format MM/DD (contona, 12/31).)"
Nu-in-11,Education,Indonesian (Indonesia),"At what time does elementary school start in your country? (Provide in HH:MM format (e.g., 18:00, 09:00).)","At what time does elementary school start in the US? (Provide in HH:MM format (e.g., 18:00, 09:00).)","미국의 초등학교는 주로 몇 시에 시작하나요? (HH:MM 형식(예: 18:00, 09:00)으로 제공해주세요.)","美国的小学一般几点开始上课？（请以HH:MM格式提供，例如，18:00, 09:00。）","¿A qué hora comienza la escuela primaria en EE.UU.? (Proporcionar en formato HH:MM (por ejemplo, 18:00, 09:00).)","Pukul berapa sekolah dasar dimulai di AS? (Berikan dalam format JJ:MM (contoh, 18:00, 09:00).)",در آمریکا مدرسه ابتدایی از چه ساعتی شروع می‌شود؟ (به فرمت HH:MM ارائه دهید مثلاً 18:00، 09:00).,"Tabuh sabaraha sakola dasar di AS dimimitian? (Pasihan dina format HH:MM (contona, 18:00, 09:00).)"
Nu-in-20,Family,Indonesian (Indonesia),"When is Children's Day celebrated in your country? (Provide in MM/DD format (e.g., 12/31).)","When is Children's Day celebrated in the US? (Provide in MM/DD format (e.g., 12/31).)",미국의 어린이날은 언제인가요? (MM/DD 형식(예: 12/31)으로 제공하세요.),美国的儿童节是哪天庆祝的？（请以MM/DD格式提供，例如12/31。）,"¿Cuándo se celebra el Día del Niño en EE.UU.? (Indica en formato MM/DD, por ejemplo, 12/31).","Kapan Hari Anak dirayakan di AS? (Berikan dalam format MM/DD (contoh, 12/31).)",در آمریکا روز کودک چه زمانی جشن گرفته می‌شود؟ (با فرمت MM/DD ارائه دهید (مثلاً 12/31).),"Iraha Dinten Budak dirayakeun di AS? (Pasihkeun dina format MM/DD (contona, 12/31).)"
Nu-in-40,Work life,Indonesian (Indonesia),Which city is the main destination for job seekers in your country?,Which city is the main destination for job seekers in the US?,미국에서 사람들은 취업을 위해 주로 어느 도시로 가나요?,在美国，哪个城市是求职者的主要目的地？,¿Cuál es la ciudad principal destino de los buscadores de empleo en EE.UU.?,Kota mana yang merupakan tujuan utama para pencari kerja di AS?,کدام شهر مقصد اصلی جویندگان کار در آمریکا است؟,Kota mana nu jadi tujuan utama jalma-jalma nu neangan gawe di AS?
Sa-en-1,Food,English (UK),What is your country's most popular fast food chain?,What is the US's most popular fast food chain?,미국에서 가장 인기 있는 패스트푸드 체인점은 무엇입니까?,美国最受欢迎的快餐连锁店是哪家？,¿Cuál es la cadena de comida rápida más popular de Estados Unidos?,Apa rantai makanan cepat saji yang paling populer di AS?,محبوب‌ترین زنجیره رستوران‌های فست فود در آمریکا کدام است؟,Naon kadaharan gancang saji nu pang populérna ti AS?
Sa-en-13,Food,English (UK),What is the food that is most divisive (either love or hate) in your country?,What is the food that is most divisive (either love or hate) in the US?,미국에서 가장 호불호가 갈리는 음식은 무엇인가요?,在美国最具有分歧性的食物（要么喜欢要么讨厌）是什么？,¿Cuál es la comida que más divide (o se ama o se odia) en EE.UU.?,Apa makanan yang paling memecah belah (entah itu disukai atau dibenci) di AS?,غذایی که در آمریکا بیشترین اختلاف نظر (یا عشق یا نفرت) را دارد چیست؟,Naon kadaharan nu pang ngabagi opini (dipikaresep atawa dipikaijid) di AS?
Sa-en-16,Sport,English (UK),What is the most popular soccer team among the people from your country?,What is the most popular soccer team among the people from the US?,미국 사람들 사이에서 가장 인기 있는 축구 팀은 어디인가요?,在美国人中最受欢迎的足球队是哪一支？,¿Cuál es el equipo de fútbol más popular entre la gente de Estados Unidos?,Apa tim sepak bola paling populer di kalangan masyarakat AS?,درآمریکا محبوب‌ترین تیم فوتبال بین مردم کدام است؟,Naon tim bola sepak nu pang populerna di kalangan urang AS?
Sa-en-22,Sport,English (UK),What is the most famous university in your country known for its sports team?,What is the most famous university in the US known for its sports team?,스포츠팀으로 가장 유명한 미국의 대학은 어디인가요?,美国最有名的大学，以其体育队伍而闻名的是哪所？,¿Cuál es la universidad más famosa de EE.UU. conocida por su equipo deportivo?,Apa universitas paling terkenal di AS yang dikenal dengan tim olahraganya?,در آمریکا معروف‌ترین دانشگاه به خاطر تیم ورزشی‌اش به چه نامی شناخته می‌شود؟,Naon universitas nu pang kasohor di AS nu kawentar ku tim olahragana?
Sa-en-31,Family,English (UK),What is your country's most popular family pet?,What is the US's most popular family pet?,미국에서 가장 인기 있는 반려동물은 무엇인가요?,美国最受欢迎的家庭宠物是什么？,¿Cuál es la mascota familiar más popular de Estados Unidos?,Apa hewan peliharaan keluarga yang paling populer di AS?,در آمریکا محبوب‌ترین حیوان خانگی خانواده‌ها چیست؟,Naon piaraan kulawarga nu pangpopulerna di AS?
Sa-en-32,Family,English (UK),What is the most popular family TV show in your country?,What is the most popular family TV show in the US?,미국에서 가장 인기 있는 가족 TV 프로그램은 무엇인가요?,美国最受欢迎的家庭电视节目是什么？,¿Cuál es el programa de televisión familiar más popular en EE. UU.?,Apa acara TV keluarga yang paling populer di AS?,در آمریکا محبوب‌ترین برنامه تلویزیونی خانوادگی چیست؟,Naon acara TV kulawarga nu pang populerna di AS?
Sa-en-37,Family,English (UK),What is the most popular family boardgame in your country?,What is the most popular family boardgame in the US?,미국의 가정에서 가장 인기 있는 보드게임은 무엇인가요?,在美国最受欢迎的家庭桌游是什么？,¿Cuál es el juego de mesa familiar más popular en EE. UU.?,Apa permainan papan keluarga yang paling populer di AS?,در آمریکا محبوب‌ترین بازی تخته‌ای خانوادگی چیست؟,Naon kaulinan papan anu pang populerna di kulawarga AS?
